{5BBE9CB3-6332-4EB0-9CD3-8737CEA4A65A},42000,21/12/1995 00:00,NE4 9DN,S,N,F,8,,MATFEN PLACE,FENHAM,NEWCASTLE UPON TYNE,NEWCASTLE UPON TYNE,TYNE AND WEAR,A,A
{E4AFA477-2F53-4064-96E6-2A3CB3A99D98},59995,12/05/1995 00:00,W10 6ET,F,N,L,117,FLAT 4,CHESTERTON ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{1C75D0E0-186B-4D1B-B9CD-5ACFBA058FE3},130000,29/03/1995 00:00,SW10 9JG,F,N,L,33,FLAT 5,CATHCART ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{75202A91-F7E6-4C99-8050-2DCA15F6BAF7},77000,17/08/1995 00:00,SW10 0PR,F,N,L,5A,,BURNABY STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{39F14957-54FF-467D-A084-1C82D3FA62DE},200000,04/08/1995 00:00,SW7 4JZ,F,N,L,55D,,HARRINGTON GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5B309CF0-D951-459F-9CE9-2DCB5E7EFC7D},115000,25/08/1995 00:00,W10 6LN,F,N,L,37,,ST HELENS GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{C6970171-9517-4E33-93A7-C9E44D37E1F5},227500,03/04/1995 00:00,SW7 3AL,F,N,L,18,FLAT 5,ONSLOW GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{52888D6F-3AE8-4335-9156-50155E1D5510},393000,16/02/1995 00:00,SW3 4HA,F,N,L,"WAVENEY HOUSE, 30",FLAT 8,ORMONDE GATE,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{12A9364A-14CF-4C80-984D-3892ECB1CBA8},277500,18/05/1995 00:00,SW3 2HP,F,N,L,85,UPPER MAISONETTE AT,WALTON STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5C70404C-ECDF-4D55-9331-D7E940E885E4},105000,10/04/1995 00:00,W10 5LT,F,N,L,224A,,LADBROKE GROVE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{91335B68-2703-4485-9899-D7EA4DB29702},230000,03/04/1995 00:00,SW3 4QZ,F,N,L,WHITELANDS HOUSE,FLAT 82,CHELTENHAM TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{C367AEF7-1CC2-4B48-AF56-23AE83D26A49},292000,05/04/1995 00:00,W8 4BU,F,N,L,96,THE BASEMENT AND GROUND FLOOR FLAT AT,KENSINGTON CHURCH STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{C9475C65-6A24-4FBF-9F28-D479AD73C433},395000,03/08/1995 00:00,SW7 5RQ,T,N,L,18,,STANHOPE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A6865E24-5C48-4077-9140-5ADD98C3808C},60000,12/07/1995 00:00,W10 5QA,F,N,L,55,,ST ERVANS ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{143EB52E-F377-4B6C-86C1-5743D8B7B471},135000,06/11/1995 00:00,SW5 0UA,F,N,L,"SAVOY COURT, 245",FLAT 31,CROMWELL ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{60590C7B-7AED-45FA-92FF-2A494B0893AC},920000,02/03/1995 00:00,W8 7EH,S,N,F,66,,BEDFORD GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{559F2489-1696-4733-8D73-5022ED04B3F7},275000,04/05/1995 00:00,SW7 4NJ,F,N,L,17,FLAT 3,ROSARY GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{8D111BEF-E030-48BC-80F5-23B30A8A6EE1},1905450,30/11/1995 00:00,W14 8JH,T,N,F,42,,ADDISON ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{FF56E329-6197-442A-B12C-23B3C0D7E7EC},114000,05/05/1995 00:00,SW5 9DY,F,N,L,26,FLAT 5,PHILBEACH GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A6989722-7159-4A01-B1C5-2DD933098486},975000,29/09/1995 00:00,W8 7EH,S,N,F,50,,BEDFORD GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{BA017AD9-8F9B-4A67-A216-35090AF86E2E},312000,04/05/1995 00:00,SW7 5AT,F,N,L,CLAREVILLE COURT,FLAT 22,CLAREVILLE GROVE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{78DE61EC-432B-40C3-B4DD-D10348A18B37},160000,18/04/1995 00:00,SW3 5PN,F,N,L,34,,CHELSEA TOWERS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E7ED009E-BB94-44B7-BEAB-574D041012CB},120000,21/08/1995 00:00,SW1X 0AZ,F,N,L,25,BASEMENT FLAT AT,PONT STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E1661831-E4C1-4E47-944D-38A5EBDEB368},155000,08/12/1995 00:00,SW7 4DB,F,N,L,33 - 35,FLAT 12,COURTFIELD ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4CC9DA73-453D-4723-96E2-C9F6B3A26B76},220000,16/03/1995 00:00,SW1X 0AD,F,N,L,44A,,PONT STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{899113CC-8725-476F-A6AF-502BBC90E83C},142500,19/09/1995 00:00,SW3 5DA,F,N,L,RECTORY CHAMBERS,FLAT T,OLD CHURCH STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{1E2489AE-8143-4E79-B016-D48822C2E770},91000,02/06/1995 00:00,W11 1PJ,F,N,L,33A,,CORNWALL CRESCENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{FC3B0BCC-6923-496C-9EB2-502C254EC6D6},450000,01/03/1995 00:00,SW7 4QA,T,N,L,4,,BRECHIN PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{B1623FFE-C64C-42F6-AE2D-53D16D4FFC83},375000,11/10/1995 00:00,SW7 3PF,F,N,L,25,FLAT 1,ROLAND GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{2A6E1FC2-9900-42AB-8C47-202A1F2D1DC6},87500,24/02/1995 00:00,SW10 9AA,F,N,L,16,,IFIELD ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{AFD971C0-FC54-437E-B7E0-23C196B7E361},205000,24/01/1995 00:00,SW3 5RT,F,N,L,SWAN COURT,FLAT 48,CHELSEA MANOR STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{D97A67D9-D783-4F32-B9D9-351197F1B462},245000,04/07/1995 00:00,W14 8QB,F,N,L,DURRELS HOUSE,71,WARWICK GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{64C5447B-D531-423A-832B-C9FDD2C00138},125000,05/05/1995 00:00,SW5 9QN,F,N,L,6,FLAT E,CROMWELL CRESCENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E461DF50-7C4E-4836-BFA3-202E247C3CAA},490000,24/03/1995 00:00,W8 6NU,T,N,L,36,,PEMBROKE ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{68E9D3B8-C204-4150-8302-1576F458BE03},180000,12/05/1995 00:00,SW7 5PR,F,N,L,21H,,QUEENS GATE TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{AAB8558C-76BE-4AB5-881A-23C562F16579},172200,20/10/1995 00:00,SW7 5LZ,F,N,L,19,,QUEENS GATE GARDENS,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{9B6DAEEE-4303-45D7-A0A5-23C718B0487B},220000,31/01/1995 00:00,SW3 3HW,F,N,L,CRANMER COURT,FLAT 61,WHITEHEADS GROVE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{21006B32-AF3D-4B45-AEC4-318B94DBFC25},850000,31/10/1995 00:00,SW3 4QS,T,N,F,30,,WALPOLE STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{59FBA40C-6665-425C-8315-CD7BEF5ACC1E},85586,26/01/1995 00:00,W14 8HB,F,N,L,31,FLAT 2,ELSHAM ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5008D1F4-77AF-4708-A1B2-575BE08B5861},52400,11/05/1995 00:00,SW5 0SS,F,N,L,"SHERBORNE COURT, 180 - 186",FLAT 35,CROMWELL ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{83DD6BCC-8424-453C-A9BC-351B29ED7B43},175000,06/02/1995 00:00,W8 6NN,F,N,L,LEONARD COURT,27,EDWARDES SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E0BE1EAA-22BD-4A1D-9C88-4CABCAF10B34},256500,09/06/1995 00:00,SW5 0HL,F,N,L,24,FLAT 8,COLLINGHAM GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{ED6D190A-8A17-478B-99E3-203494A54CCA},130000,06/06/1995 00:00,SW10 9BS,F,N,L,"HOWARD COURT, 1A",FLAT 6,COLEHERNE ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{B40788FE-2A30-496D-914F-14C876407D89},138000,19/04/1995 00:00,SW1X 0DF,F,N,L,37,FLAT 5,LENNOX GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{3C649B54-4DD8-41BA-A2BB-FB2CD682569B},295000,24/02/1995 00:00,SW3 5NN,T,N,F,9,,OAKLEY STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{89B27C84-E965-47BE-8CDD-0D94FB0E7AD0},178500,07/04/1995 00:00,SW3 5AF,F,N,L,BEAUFORT MANSIONS,FLAT 63,BEAUFORT STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{FCC0F28F-4B18-4337-8E0D-4CAFB1AC291D},192500,04/10/1995 00:00,SW7 2SX,F,N,L,48,FLAT 8,THURLOE SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{6756A6B6-F4F9-42F7-AE72-23D2109A5A2B},250000,21/04/1995 00:00,W11 3TD,F,N,L,19,FLAT 5,HOLLAND PARK,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{326CE80A-01F4-4D51-8080-F09ABDBB515F},107000,12/05/1995 00:00,SW3 5EQ,F,N,L,KINGS COURT NORTH,FLAT 19,KINGS ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{06C01DCE-20C9-4D04-8B64-14CBB43B29DA},59995,15/09/1995 00:00,W11 4QX,F,N,L,19F,,PENZANCE STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E617FA7E-3AD8-4F18-ABC0-158546472335},250000,17/07/1995 00:00,SW7 3BB,F,N,L,11,FLAT 8,CRANLEY GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{78F5C262-389E-4489-9C53-067A10A64FB9},74000,10/11/1995 00:00,SW1X 0LL,F,N,L,18,FLAT 4,HANS CRESCENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{C227498C-8161-4152-8589-23D5295D6F9A},165000,31/03/1995 00:00,SW5 0HF,F,N,L,30,FLAT 16,BRAMHAM GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{B54780D7-9976-4D21-9D68-1CB18642572C},85000,17/01/1995 00:00,SW10 9QS,F,N,L,"DONOVAN COURT, 107",FLAT 7,DRAYTON GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{8FD35107-4E72-4F12-B7D5-F0A2A23F4DE7},103500,21/07/1995 00:00,SW7 3PF,F,N,L,31,FLAT 5,ROLAND GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{B13B8010-FE32-4AD1-9398-0DA01692C8B1},235000,21/11/1995 00:00,SW1X 0HT,F,N,L,3,FLAT 7,CADOGAN SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{10FC7885-1B4F-4DD6-85BC-ED2256ECE8E5},160000,25/08/1995 00:00,W11 4RJ,T,N,F,11,,ADDISON PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{26DE6132-D6CE-4810-A4B9-0A199686AA94},82250,12/10/1995 00:00,SW3 5EQ,F,N,L,KINGS COURT NORTH,FLAT 26,KINGS ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4322AF97-CD03-462A-8F4A-0685B76F2934},95000,21/08/1995 00:00,SW3 3BG,F,N,L,NELL GWYNN HOUSE,FLAT 737,SLOANE AVENUE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4AF7E34E-CB7A-407E-BCA5-14DAC5902596},110000,14/02/1995 00:00,W11 1HE,F,N,L,33,,ALL SAINTS ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{7F4BAE85-0484-4AA0-A73D-504FE0160E4E},74000,24/07/1995 00:00,SW5 0NT,F,N,L,5,FLAT L,COLLINGHAM ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{95F9AB1A-FC34-48F8-84EF-1594082AFDF3},175000,24/08/1995 00:00,W11 3DT,F,N,L,8,FLAT 2,PEMBRIDGE CRESCENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4A799A17-5229-4EAD-A6FC-1594CF6C83C5},105000,07/02/1995 00:00,SW3 4LE,F,N,L,"TURNER'S REACH HOUSE, 8 - 10",FLAT 14,CHELSEA EMBANKMENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E58DDD08-688B-47CE-931E-0DA875A6C3ED},270000,09/05/1995 00:00,SW1W 8BJ,F,N,L,28,FLAT 1,LOWER SLOANE STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{1863D115-1BA7-4D4B-9B1E-068AD7698D23},168000,22/09/1995 00:00,SW10 0PW,F,N,F,49A,,BURNABY STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{B7BCE4D8-41A6-4F64-9EBC-50540BEA51EA},121125,13/11/1995 00:00,SW1X 0AX,D,N,F,154,,PAVILION ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{D7D15783-2FF1-4408-B0EA-1597C2B0D8DD},260000,14/12/1995 00:00,W8 7NR,F,N,L,31,FLAT 1,HORNTON STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{7D1AC838-3896-47CF-B58B-068BFABE1628},90000,04/09/1995 00:00,SW5 0PT,F,N,L,18,FLAT 3,HOGARTH ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{3F7BD841-6B46-4C90-B678-113DB577BBE3},970000,05/05/1995 00:00,W8 7EF,T,N,F,49,,BEDFORD GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{7F1718B4-F0D4-4273-81AA-4CC719AA093F},237700,04/07/1995 00:00,SW3 5LW,F,N,L,SHREWSBURY HOUSE,FLAT 40,CHEYNE WALK,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{0E8672B0-6F04-4D86-8781-19331D72F6B8},187000,14/12/1995 00:00,SW10 9QW,F,N,L,"CHELSEA COURT, 95",FLAT 8,ELM PARK GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{7AD7DB22-55BF-448B-853F-F43F17109B91},269500,31/01/1995 00:00,SW7 3AL,F,N,L,20,FLAT 1,ONSLOW GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{675D3958-F89D-4134-BE6F-505B824360CC},280000,30/11/1995 00:00,SW1X 9JU,F,N,L,46,FLAT 8,LOWNDES SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{50A277DC-1864-4F44-B4EA-540802E360B5},515000,22/12/1995 00:00,SW1X 0DJ,F,N,L,50,FLAT 4,LENNOX GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{98EEE618-16E4-4864-9F6A-188A1BC91E72},177000,12/12/1995 00:00,W8 7DJ,F,N,L,STAFFORD COURT,FLAT 17,KENSINGTON HIGH STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4C5D07F5-F513-4A3E-A3A4-5060F3293670},170000,18/05/1995 00:00,SW5 9DN,F,N,L,20,FLAT 5,EARLS COURT SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{7AF65999-D8A1-489C-9622-188B82341F0D},115000,19/01/1995 00:00,W8 7AW,F,N,L,"LAURIE HOUSE, 16",FLAT 7,AIRLIE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{FAD56DE4-F81D-4B18-BB2D-14F393650543},290000,02/11/1995 00:00,SW5 0BJ,F,N,L,5,FLAT 1,CRESSWELL GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{66908549-32CB-4ACC-9D48-F0BE30F13817},86000,09/10/1995 00:00,SW5 0PX,F,N,L,60,FLAT 4,HOGARTH ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{1F7416C8-E118-4895-AAE1-114A8D3DED25},240000,12/07/1995 00:00,W8 4HZ,F,N,L,"SECOND AND THIRD FLOOR FLAT, 5",,GLOUCESTER WALK,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{6D05CF83-28F8-4974-885F-540D6E43961B},106000,21/12/1995 00:00,SW5 9PD,F,N,L,25,THE FOURTH FLOOR FLAT Q,NEVERN SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{228849EB-57FC-46BC-8B55-5788CB94F4BF},380000,27/10/1995 00:00,W8 7EN,T,N,F,86A,,CAMPDEN STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{C3DA84AA-6F0E-4762-B1F6-114C4F292342},145000,06/11/1995 00:00,SW5 0AQ,F,N,L,34 - 35,FLAT 2,BOLTON GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{BBB171DB-D1DE-4223-902D-540F713194A2},210000,30/06/1995 00:00,W8 5AJ,T,N,L,4,,CANNING PLACE MEWS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{D8CF73BD-DB98-49CC-A94D-1943A51BC325},275000,26/04/1995 00:00,W11 3PG,F,N,L,"CHARTWELL HOUSE, 12",FLAT 1,LADBROKE TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4C98A737-D844-41C8-B232-FB54C3537623},158500,02/06/1995 00:00,SW7 4BE,F,N,L,60,FLAT 6,CORNWALL GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{1EFF46B6-5574-4148-8B94-FB550B93E09E},212000,01/06/1995 00:00,SW7 4JU,F,N,L,47D,,HARRINGTON GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{C9EDF5A8-C497-44E3-8B0B-F0C302969E30},366000,17/10/1995 00:00,SW1W 8HA,T,N,L,9,,GROSVENOR COTTAGES,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{0AC05EE0-C419-4D51-9E6C-F44F3B68919B},185000,28/07/1995 00:00,SW3 3HG,F,N,L,CRANMER COURT,FLAT 203,WHITEHEADS GROVE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{3A542DE6-8B1B-439A-93B8-0DC000AEE977},625000,17/03/1995 00:00,SW10 0AE,T,N,F,STANLEY STUDIOS,FLAT 3,PARK WALK,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{AE704141-C53A-4C41-8F73-14FAF59A2C34},360500,31/03/1995 00:00,SW3 2LA,S,N,F,17,,RICHARDS PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{8B827D3D-CA8D-4593-AC4C-4CDC0F60A02D},128000,10/02/1995 00:00,SW7 3AB,F,N,L,4,FLAT 14,CRANLEY PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{273D3BE4-F39B-4D34-A0B8-506AEE43CEBD},140000,20/04/1995 00:00,W11 1NR,T,N,F,200,FLAT,KENSINGTON PARK ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A69E08E0-F9AB-4388-AD34-506B2B678172},176000,06/04/1995 00:00,W11 1LT,F,N,L,245,1ST AND 2ND FLOOR MAISONETTE,PORTOBELLO ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{426FD143-480E-4C3B-8638-2065775CC50A},345000,20/12/1995 00:00,SW7 4AN,F,N,L,13,FLAT 5,CORNWALL GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{FE4DD7BB-87B7-4C4B-9C19-18953458E34F},86500,05/12/1995 00:00,SW7 4QN,F,N,L,55,FLAT 1,,MOSS HALL GROVE,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E06565C6-DCD9-4380-8061-14FD5662F40D},125000,02/06/1995 00:00,W10 6NU,F,N,L,16,FLAT 3,ST QUINTIN AVENUE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{20139E7A-B175-4A23-8514-1897448A33D3},267000,15/03/1995 00:00,SW7 5QT,T,N,F,69,,STANHOPE MEWS EAST,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{1060DB85-168F-410F-BFD3-FB5DDA736770},395000,02/06/1995 00:00,SW10 9RU,F,N,L,59,FLAT 12,DRAYTON GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{89638A6B-F13F-41B7-BFD7-18987068EF02},162500,24/11/1995 00:00,W8 5JN,T,N,F,6,,PENNANT MEWS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{EEF87990-A18B-44C4-80EF-ED49C2B2EE98},350000,22/05/1995 00:00,W8 5QE,F,N,L,14,FLAT,,FOLEY ROAD EAST,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{108B2D47-5B3B-46A6-A306-F7D9B5F39505},78000,04/12/1995 00:00,W14 8BD,F,N,L,124,FIRST FLOOR FLAT,HOLLAND ROAD,HOLLAND PARK,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{7C180BF2-6DC3-4C54-B266-F0CF0F62FFBA},80000,06/10/1995 00:00,W10 5UB,F,N,L,8,FLAT 2,CAMBRIDGE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{860CC219-9484-4F50-9737-541D0E5A61E4},1470000,06/11/1995 00:00,SW3 4QG,T,N,F,18,,ST LEONARDS TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{41BF8E2B-1CFE-4CE1-9902-1CDE91FF987A},218000,22/06/1995 00:00,W11 3TA,F,N,L,33,FLAT 6B,HOLLAND PARK,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{6FEC04A1-6C39-45A5-847E-5074B582F20D},80000,28/06/1995 00:00,,F,N,L,29,FLAT G,LOGAN PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{09D26429-CF6D-4CF1-B175-F7DE5A7B053A},134500,02/06/1995 00:00,SW7 5JT,F,N,L,70,FLAT 2,QUEENS GATE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{AD4D8536-FC9E-4C26-8C9D-ED5137718D25},1200000,16/01/1995 00:00,W8 4RS,T,N,F,86,,PALACE GARDENS TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5530EC0F-F921-4730-9723-18A018D537CF},115000,13/03/1995 00:00,SW3 3JX,T,N,F,4,,MARKHAM PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{581C67F1-583E-4FFD-8286-1CE4C451DBB9},280500,21/08/1995 00:00,SW3 1PS,F,N,L,20,FLAT 5,BEAUFORT GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{2C09990F-1364-4075-A3D4-4CED79AAAA29},142500,13/04/1995 00:00,W11 3EL,F,N,L,38,THE FIRST FLOOR FLAT,PEMBRIDGE VILLAS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{1FE63C44-2860-4E54-B9B3-5B38E180D857},250000,01/03/1995 00:00,SW5 9TD,F,N,L,KENSINGTON MANSIONS,FLAT 65,TREBOVIR ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{D4780883-2245-4969-82FA-F4638D012BFB},181500,28/07/1995 00:00,SW10 9DT,F,N,L,16,FLAT 4,REDCLIFFE STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{9AFEFDF7-4CD7-4674-887E-18A62CA65ECB},70000,19/05/1995 00:00,W10 6EP,F,N,L,130,GROUND FLOOR FLAT,CHESTERTON ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{773CDA02-2B83-48F4-ADA1-F7E5CFAF7D2A},1100000,08/02/1995 00:00,W8 4SA,T,N,F,9,,PALACE GARDENS TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{1E0FC8DA-17FF-4670-9AFE-235B28DAF1D6},85000,12/10/1995 00:00,W10 6HG,F,N,L,231 - 233,FLAT 4,LADBROKE GROVE,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{38940433-6FDE-46AB-A9EF-57A3DEFA14B6},175000,27/01/1995 00:00,W11 4NN,T,N,F,23,,HIPPODROME MEWS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{80EE8E0F-5A4F-4BF4-BC19-195C09997241},185000,16/06/1995 00:00,SW3 4QE,F,N,L,37,,ROYAL AVENUE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{B1511BEF-8685-41E1-80C0-ED59605063FC},429900,10/05/1995 00:00,W11 3SP,T,N,F,40,,HOLLAND PARK MEWS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
